Date;Team;Opponent;For;Against;Venue;Result;Season;MD;Result Margin
07.08.2022;Sochi;Nizhny Novgorod;2;1;H;W;2022/23;4;1
07.08.2022;Nizhny Novgorod;Sochi;1;2;A;L;2022/23;4;-1
12.08.2022;Fakel Voronezh;Ural;0;0;H;D;2022/23;5;0
12.08.2022;Ural;Fakel Voronezh;0;0;A;D;2022/23;5;0
13.08.2022;Lokomotiv Moscow;Krylia Sovetov;1;1;H;D;2022/23;5;0
13.08.2022;Krylia Sovetov;Lokomotiv Moscow;1;1;A;D;2022/23;5;0
13.08.2022;Zenit St Petersburg;CSKA Moscow;2;1;H;W;2022/23;5;1
13.08.2022;CSKA Moscow;Zenit St Petersburg;1;2;A;L;2022/23;5;-1
13.08.2022;Dinamo Moscow;FK Krasnodar;0;0;H;D;2022/23;5;0
13.08.2022;FK Krasnodar;Dinamo Moscow;0;0;A;D;2022/23;5;0
14.08.2022;FC Khimki;Akhmat Grozny;1;3;H;L;2022/23;5;-2
14.08.2022;Akhmat Grozny;FC Khimki;3;1;A;W;2022/23;5;2
14.08.2022;Orenburg;Torpedo Moscow;1;0;H;W;2022/23;5;1
14.08.2022;Torpedo Moscow;Orenburg;0;1;A;L;2022/23;5;-1
14.08.2022;Nizhny Novgorod;Rostov;3;4;H;L;2022/23;5;-1
14.08.2022;Rostov;Nizhny Novgorod;4;3;A;W;2022/23;5;1
14.08.2022;Spartak Moscow;Sochi;3;0;H;W;2022/23;5;3
14.08.2022;Sochi;Spartak Moscow;0;3;A;L;2022/23;5;-3
19.08.2022;Krylia Sovetov;Fakel Voronezh;1;1;H;D;2022/23;6;0
19.08.2022;Fakel Voronezh;Krylia Sovetov;1;1;A;D;2022/23;6;0
20.08.2022;Ural;Nizhny Novgorod;0;1;H;L;2022/23;6;-1
20.08.2022;Nizhny Novgorod;Ural;1;0;A;W;2022/23;6;1
20.08.2022;FC Khimki;Lokomotiv Moscow;0;3;H;L;2022/23;6;-3
20.08.2022;Lokomotiv Moscow;FC Khimki;3;0;A;W;2022/23;6;3
20.08.2022;Dinamo Moscow;Spartak Moscow;1;0;H;W;2022/23;6;1
20.08.2022;Spartak Moscow;Dinamo Moscow;0;1;A;L;2022/23;6;-1
20.08.2022;Rostov;Sochi;2;2;H;D;2022/23;6;0
20.08.2022;Sochi;Rostov;2;2;A;D;2022/23;6;0
21.08.2022;CSKA Moscow;Akhmat Grozny;4;2;H;W;2022/23;6;2
21.08.2022;Akhmat Grozny;CSKA Moscow;2;4;A;L;2022/23;6;-2
21.08.2022;Zenit St Petersburg;Torpedo Moscow;2;0;H;W;2022/23;6;2
21.08.2022;Torpedo Moscow;Zenit St Petersburg;0;2;A;L;2022/23;6;-2
21.08.2022;FK Krasnodar;Orenburg;2;0;H;W;2022/23;6;2
21.08.2022;Orenburg;FK Krasnodar;0;2;A;L;2022/23;6;-2
26.08.2022;Sochi;FC Khimki;4;1;H;W;2022/23;7;3
26.08.2022;FC Khimki;Sochi;1;4;A;L;2022/23;7;-3
27.08.2022;Nizhny Novgorod;Dinamo Moscow;2;2;H;D;2022/23;7;0
27.08.2022;Dinamo Moscow;Nizhny Novgorod;2;2;A;D;2022/23;7;0
27.08.2022;Fakel Voronezh;Spartak Moscow;1;4;H;L;2022/23;7;-3
27.08.2022;Spartak Moscow;Fakel Voronezh;4;1;A;W;2022/23;7;3
27.08.2022;Akhmat Grozny;Krylia Sovetov;1;2;H;L;2022/23;7;-1
27.08.2022;Krylia Sovetov;Akhmat Grozny;2;1;A;W;2022/23;7;1
28.08.2022;Ural;Zenit St Petersburg;0;4;H;L;2022/23;7;-4
28.08.2022;Zenit St Petersburg;Ural;4;0;A;W;2022/23;7;4
28.08.2022;Lokomotiv Moscow;Orenburg;5;1;H;W;2022/23;7;4
28.08.2022;Orenburg;Lokomotiv Moscow;1;5;A;L;2022/23;7;-4
28.08.2022;Torpedo Moscow;FK Krasnodar;1;4;H;L;2022/23;7;-3
28.08.2022;FK Krasnodar;Torpedo Moscow;4;1;A;W;2022/23;7;3
28.08.2022;Rostov;CSKA Moscow;0;0;H;D;2022/23;7;0
28.08.2022;CSKA Moscow;Rostov;0;0;A;D;2022/23;7;0
03.09.2022;Orenburg;FC Khimki;3;1;H;W;2022/23;8;2
03.09.2022;FC Khimki;Orenburg;1;3;A;L;2022/23;8;-2
03.09.2022;Nizhny Novgorod;Fakel Voronezh;3;1;H;W;2022/23;8;2
03.09.2022;Fakel Voronezh;Nizhny Novgorod;1;3;A;L;2022/23;8;-2
03.09.2022;FK Krasnodar;Sochi;2;1;H;W;2022/23;8;1
03.09.2022;Sochi;FK Krasnodar;1;2;A;L;2022/23;8;-1
03.09.2022;Dinamo Moscow;Ural;2;1;H;W;2022/23;8;1
03.09.2022;Ural;Dinamo Moscow;1;2;A;L;2022/23;8;-1
04.09.2022;Krylia Sovetov;CSKA Moscow;0;1;H;L;2022/23;8;-1
04.09.2022;CSKA Moscow;Krylia Sovetov;1;0;A;W;2022/23;8;1
04.09.2022;Lokomotiv Moscow;Akhmat Grozny;1;2;H;L;2022/23;8;-1
04.09.2022;Akhmat Grozny;Lokomotiv Moscow;2;1;A;W;2022/23;8;1
04.09.2022;Spartak Moscow;Zenit St Petersburg;1;2;H;L;2022/23;8;-1
04.09.2022;Zenit St Petersburg;Spartak Moscow;2;1;A;W;2022/23;8;1
05.09.2022;Torpedo Moscow;Rostov;0;1;H;L;2022/23;8;-1
05.09.2022;Rostov;Torpedo Moscow;1;0;A;W;2022/23;8;1
09.09.2022;Sochi;Dinamo Moscow;2;1;H;W;2022/23;9;1
09.09.2022;Dinamo Moscow;Sochi;1;2;A;L;2022/23;9;-1
10.09.2022;FC Khimki;Krylia Sovetov;0;0;H;D;2022/23;9;0
10.09.2022;Krylia Sovetov;FC Khimki;0;0;A;D;2022/23;9;0
10.09.2022;CSKA Moscow;FK Krasnodar;4;1;H;W;2022/23;9;3
10.09.2022;FK Krasnodar;CSKA Moscow;1;4;A;L;2022/23;9;-3
10.09.2022;Akhmat Grozny;Nizhny Novgorod;1;3;H;L;2022/23;9;-2
10.09.2022;Nizhny Novgorod;Akhmat Grozny;3;1;A;W;2022/23;9;2
11.09.2022;Ural;Torpedo Moscow;2;0;H;W;2022/23;9;2
11.09.2022;Torpedo Moscow;Ural;0;2;A;L;2022/23;9;-2
11.09.2022;Fakel Voronezh;Lokomotiv Moscow;2;0;H;W;2022/23;9;2
11.09.2022;Lokomotiv Moscow;Fakel Voronezh;0;2;A;L;2022/23;9;-2
11.09.2022;Zenit St Petersburg;Orenburg;8;0;H;W;2022/23;9;8
11.09.2022;Orenburg;Zenit St Petersburg;0;8;A;L;2022/23;9;-8
11.09.2022;Rostov;Spartak Moscow;4;2;H;W;2022/23;9;2
11.09.2022;Spartak Moscow;Rostov;2;4;A;L;2022/23;9;-2
17.09.2022;Ural;Akhmat Grozny;1;2;H;L;2022/23;10;-1
17.09.2022;Akhmat Grozny;Ural;2;1;A;W;2022/23;10;1
17.09.2022;Torpedo Moscow;CSKA Moscow;1;0;H;W;2022/23;10;1
17.09.2022;CSKA Moscow;Torpedo Moscow;0;1;A;L;2022/23;10;-1
17.09.2022;Rostov;Krylia Sovetov;2;1;H;W;2022/23;10;1
17.09.2022;Krylia Sovetov;Rostov;1;2;A;L;2022/23;10;-1
17.09.2022;Dinamo Moscow;Zenit St Petersburg;0;2;H;L;2022/23;10;-2
17.09.2022;Zenit St Petersburg;Dinamo Moscow;2;0;A;W;2022/23;10;2
18.09.2022;Nizhny Novgorod;Orenburg;0;2;H;L;2022/23;10;-2
18.09.2022;Orenburg;Nizhny Novgorod;2;0;A;W;2022/23;10;2
18.09.2022;FK Krasnodar;FC Khimki;3;1;H;W;2022/23;10;2
18.09.2022;FC Khimki;FK Krasnodar;1;3;A;L;2022/23;10;-2
18.09.2022;Sochi;Fakel Voronezh;1;1;H;D;2022/23;10;0
18.09.2022;Fakel Voronezh;Sochi;1;1;A;D;2022/23;10;0
18.09.2022;Spartak Moscow;Lokomotiv Moscow;1;0;H;W;2022/23;10;1
18.09.2022;Lokomotiv Moscow;Spartak Moscow;0;1;A;L;2022/23;10;-1
01.10.2022;Orenburg;Sochi;4;1;H;W;2022/23;11;3
01.10.2022;Sochi;Orenburg;1;4;A;L;2022/23;11;-3
01.10.2022;FC Khimki;CSKA Moscow;1;2;H;L;2022/23;11;-1
01.10.2022;CSKA Moscow;FC Khimki;2;1;A;W;2022/23;11;1
01.10.2022;Lokomotiv Moscow;Ural;2;4;H;L;2022/23;11;-2
01.10.2022;Ural;Lokomotiv Moscow;4;2;A;W;2022/23;11;2
02.10.2022;Fakel Voronezh;Torpedo Moscow;2;2;H;D;2022/23;11;0
02.10.2022;Torpedo Moscow;Fakel Voronezh;2;2;A;D;2022/23;11;0
02.10.2022;Zenit St Petersburg;Rostov;3;1;H;W;2022/23;11;2
02.10.2022;Rostov;Zenit St Petersburg;1;3;A;L;2022/23;11;-2
02.10.2022;Akhmat Grozny;Dinamo Moscow;2;1;H;W;2022/23;11;1
02.10.2022;Dinamo Moscow;Akhmat Grozny;1;2;A;L;2022/23;11;-1
02.10.2022;Nizhny Novgorod;Spartak Moscow;1;2;H;L;2022/23;11;-1
02.10.2022;Spartak Moscow;Nizhny Novgorod;2;1;A;W;2022/23;11;1
03.10.2022;Krylia Sovetov;FK Krasnodar;0;0;H;D;2022/23;11;0
03.10.2022;FK Krasnodar;Krylia Sovetov;0;0;A;D;2022/23;11;0
07.10.2022;Ural;FC Khimki;2;1;H;W;2022/23;12;1
07.10.2022;FC Khimki;Ural;1;2;A;L;2022/23;12;-1
08.10.2022;Fakel Voronezh;Zenit St Petersburg;1;1;H;D;2022/23;12;0
08.10.2022;Zenit St Petersburg;Fakel Voronezh;1;1;A;D;2022/23;12;0
08.10.2022;CSKA Moscow;Dinamo Moscow;1;1;H;D;2022/23;12;0
08.10.2022;Dinamo Moscow;CSKA Moscow;1;1;A;D;2022/23;12;0
08.10.2022;Sochi;Lokomotiv Moscow;4;0;H;W;2022/23;12;4
08.10.2022;Lokomotiv Moscow;Sochi;0;4;A;L;2022/23;12;-4
09.10.2022;Spartak Moscow;Krylia Sovetov;5;2;H;W;2022/23;12;3
09.10.2022;Krylia Sovetov;Spartak Moscow;2;5;A;L;2022/23;12;-3
09.10.2022;Torpedo Moscow;Nizhny Novgorod;0;0;H;D;2022/23;12;0
09.10.2022;Nizhny Novgorod;Torpedo Moscow;0;0;A;D;2022/23;12;0
09.10.2022;Orenburg;Akhmat Grozny;2;1;H;W;2022/23;12;1
09.10.2022;Akhmat Grozny;Orenburg;1;2;A;L;2022/23;12;-1
09.10.2022;Rostov;FK Krasnodar;3;2;H;W;2022/23;12;1
09.10.2022;FK Krasnodar;Rostov;2;3;A;L;2022/23;12;-1
14.10.2022;Rostov;Ural;1;2;H;L;2022/23;13;-1
14.10.2022;Ural;Rostov;2;1;A;W;2022/23;13;1
15.10.2022;Torpedo Moscow;Lokomotiv Moscow;0;1;H;L;2022/23;13;-1
15.10.2022;Lokomotiv Moscow;Torpedo Moscow;1;0;A;W;2022/23;13;1
15.10.2022;FC Khimki;Fakel Voronezh;0;0;H;D;2022/23;13;0
15.10.2022;Fakel Voronezh;FC Khimki;0;0;A;D;2022/23;13;0
15.10.2022;FK Krasnodar;Akhmat Grozny;2;3;H;L;2022/23;13;-1
15.10.2022;Akhmat Grozny;FK Krasnodar;3;2;A;W;2022/23;13;1
15.10.2022;Dinamo Moscow;Orenburg;3;2;H;W;2022/23;13;1
15.10.2022;Orenburg;Dinamo Moscow;2;3;A;L;2022/23;13;-1
16.10.2022;Krylia Sovetov;Sochi;2;0;H;W;2022/23;13;2
16.10.2022;Sochi;Krylia Sovetov;0;2;A;L;2022/23;13;-2
16.10.2022;Nizhny Novgorod;Zenit St Petersburg;0;3;H;L;2022/23;13;-3
16.10.2022;Zenit St Petersburg;Nizhny Novgorod;3;0;A;W;2022/23;13;3
16.10.2022;CSKA Moscow;Spartak Moscow;2;2;H;D;2022/23;13;0
16.10.2022;Spartak Moscow;CSKA Moscow;2;2;A;D;2022/23;13;0
22.10.2022;Nizhny Novgorod;FK Krasnodar;0;2;H;L;2022/23;14;-2
22.10.2022;FK Krasnodar;Nizhny Novgorod;2;0;A;W;2022/23;14;2
22.10.2022;Fakel Voronezh;Rostov;1;1;H;D;2022/23;14;0
22.10.2022;Rostov;Fakel Voronezh;1;1;A;D;2022/23;14;0
22.10.2022;Lokomotiv Moscow;Dinamo Moscow;1;3;H;L;2022/23;14;-2
22.10.2022;Dinamo Moscow;Lokomotiv Moscow;3;1;A;W;2022/23;14;2
23.10.2022;Orenburg;CSKA Moscow;2;2;H;D;2022/23;14;0
23.10.2022;CSKA Moscow;Orenburg;2;2;A;D;2022/23;14;0
23.10.2022;Spartak Moscow;FC Khimki;5;0;H;W;2022/23;14;5
23.10.2022;FC Khimki;Spartak Moscow;0;5;A;L;2022/23;14;-5
23.10.2022;Akhmat Grozny;Torpedo Moscow;1;0;H;W;2022/23;14;1
23.10.2022;Torpedo Moscow;Akhmat Grozny;0;1;A;L;2022/23;14;-1
24.10.2022;Ural;Krylia Sovetov;2;1;H;W;2022/23;14;1
24.10.2022;Krylia Sovetov;Ural;1;2;A;L;2022/23;14;-1
24.10.2022;Zenit St Petersburg;Sochi;7;0;H;W;2022/23;14;7
24.10.2022;Sochi;Zenit St Petersburg;0;7;A;L;2022/23;14;-7
28.10.2022;Orenburg;Fakel Voronezh;4;1;H;W;2022/23;15;3
28.10.2022;Fakel Voronezh;Orenburg;1;4;A;L;2022/23;15;-3
29.10.2022;Dinamo Moscow;FC Khimki;6;1;H;W;2022/23;15;5
29.10.2022;FC Khimki;Dinamo Moscow;1;6;A;L;2022/23;15;-5
29.10.2022;Akhmat Grozny;Rostov;1;2;H;L;2022/23;15;-1
29.10.2022;Rostov;Akhmat Grozny;2;1;A;W;2022/23;15;1
29.10.2022;Lokomotiv Moscow;CSKA Moscow;0;1;H;L;2022/23;15;-1
29.10.2022;CSKA Moscow;Lokomotiv Moscow;1;0;A;W;2022/23;15;1
30.10.2022;Krylia Sovetov;Nizhny Novgorod;2;1;H;W;2022/23;15;1
30.10.2022;Nizhny Novgorod;Krylia Sovetov;1;2;A;L;2022/23;15;-1
30.10.2022;Sochi;Ural;2;2;H;D;2022/23;15;0
30.10.2022;Ural;Sochi;2;2;A;D;2022/23;15;0
30.10.2022;Spartak Moscow;Torpedo Moscow;1;0;H;W;2022/23;15;1
30.10.2022;Torpedo Moscow;Spartak Moscow;0;1;A;L;2022/23;15;-1
30.10.2022;FK Krasnodar;Zenit St Petersburg;0;1;H;L;2022/23;15;-1
30.10.2022;Zenit St Petersburg;FK Krasnodar;1;0;A;W;2022/23;15;1
04.11.2022;FC Khimki;Orenburg;2;0;H;W;2022/23;16;2
04.11.2022;Orenburg;FC Khimki;0;2;A;L;2022/23;16;-2
05.11.2022;Sochi;Spartak Moscow;1;1;H;D;2022/23;16;0
05.11.2022;Spartak Moscow;Sochi;1;1;A;D;2022/23;16;0
05.11.2022;Zenit St Petersburg;Akhmat Grozny;1;2;H;L;2022/23;16;-1
05.11.2022;Akhmat Grozny;Zenit St Petersburg;2;1;A;W;2022/23;16;1
05.11.2022;Fakel Voronezh;FK Krasnodar;3;3;H;D;2022/23;16;0
05.11.2022;FK Krasnodar;Fakel Voronezh;3;3;A;D;2022/23;16;0
05.11.2022;CSKA Moscow;Nizhny Novgorod;0;1;H;L;2022/23;16;-1
05.11.2022;Nizhny Novgorod;CSKA Moscow;1;0;A;W;2022/23;16;1
06.11.2022;Ural;Lokomotiv Moscow;2;2;H;D;2022/23;16;0
06.11.2022;Lokomotiv Moscow;Ural;2;2;A;D;2022/23;16;0
06.11.2022;Torpedo Moscow;Krylia Sovetov;0;2;H;L;2022/23;16;-2
06.11.2022;Krylia Sovetov;Torpedo Moscow;2;0;A;W;2022/23;16;2
06.11.2022;Rostov;Dinamo Moscow;2;1;H;W;2022/23;16;1
06.11.2022;Dinamo Moscow;Rostov;1;2;A;L;2022/23;16;-1
11.11.2022;Nizhny Novgorod;Akhmat Grozny;3;2;H;W;2022/23;17;1
11.11.2022;Akhmat Grozny;Nizhny Novgorod;2;3;A;L;2022/23;17;-1
12.11.2022;Ural;Fakel Voronezh;2;0;H;W;2022/23;17;2
12.11.2022;Fakel Voronezh;Ural;0;2;A;L;2022/23;17;-2
12.11.2022;Krylia Sovetov;Rostov;1;3;H;L;2022/23;17;-2
12.11.2022;Rostov;Krylia Sovetov;3;1;A;W;2022/23;17;2
12.11.2022;Torpedo Moscow;Zenit St Petersburg;0;2;H;L;2022/23;17;-2
12.11.2022;Zenit St Petersburg;Torpedo Moscow;2;0;A;W;2022/23;17;2
12.11.2022;Lokomotiv Moscow;Spartak Moscow;1;2;H;L;2022/23;17;-1
12.11.2022;Spartak Moscow;Lokomotiv Moscow;2;1;A;W;2022/23;17;1
13.11.2022;Orenburg;FK Krasnodar;5;1;H;W;2022/23;17;4
13.11.2022;FK Krasnodar;Orenburg;1;5;A;L;2022/23;17;-4
13.11.2022;FC Khimki;Sochi;0;2;H;L;2022/23;17;-2
13.11.2022;Sochi;FC Khimki;2;0;A;W;2022/23;17;2
13.11.2022;Dinamo Moscow;CSKA Moscow;2;1;H;W;2022/23;17;1
13.11.2022;CSKA Moscow;Dinamo Moscow;1;2;A;L;2022/23;17;-1
03.03.2023;Fakel Voronezh;FC Khimki;1;1;H;D;2022/23;18;0
03.03.2023;FC Khimki;Fakel Voronezh;1;1;A;D;2022/23;18;0
04.03.2023;Spartak Moscow;Ural;2;2;H;D;2022/23;18;0
04.03.2023;Ural;Spartak Moscow;2;2;A;D;2022/23;18;0
04.03.2023;Zenit St Petersburg;Nizhny Novgorod;3;0;H;W;2022/23;18;3
04.03.2023;Nizhny Novgorod;Zenit St Petersburg;0;3;A;L;2022/23;18;-3
04.03.2023;Akhmat Grozny;Orenburg;3;1;H;W;2022/23;18;2
04.03.2023;Orenburg;Akhmat Grozny;1;3;A;L;2022/23;18;-2
04.03.2023;Rostov;Lokomotiv Moscow;1;3;H;L;2022/23;18;-2
04.03.2023;Lokomotiv Moscow;Rostov;3;1;A;W;2022/23;18;2
05.03.2023;Dinamo Moscow;Krylia Sovetov;1;0;H;W;2022/23;18;1
05.03.2023;Krylia Sovetov;Dinamo Moscow;0;1;A;L;2022/23;18;-1
05.03.2023;FK Krasnodar;Torpedo Moscow;2;2;H;D;2022/23;18;0
05.03.2023;Torpedo Moscow;FK Krasnodar;2;2;A;D;2022/23;18;0
05.03.2023;Sochi;CSKA Moscow;2;0;H;W;2022/23;18;2
05.03.2023;CSKA Moscow;Sochi;0;2;A;L;2022/23;18;-2
10.03.2023;Sochi;Orenburg;0;4;H;L;2022/23;19;-4
10.03.2023;Orenburg;Sochi;4;0;A;W;2022/23;19;4
11.03.2023;Torpedo Moscow;Ural;0;1;H;L;2022/23;19;-1
11.03.2023;Ural;Torpedo Moscow;1;0;A;W;2022/23;19;1
11.03.2023;Spartak Moscow;Fakel Voronezh;3;2;H;W;2022/23;19;1
11.03.2023;Fakel Voronezh;Spartak Moscow;2;3;A;L;2022/23;19;-1
11.03.2023;Akhmat Grozny;Lokomotiv Moscow;0;1;H;L;2022/23;19;-1
11.03.2023;Lokomotiv Moscow;Akhmat Grozny;1;0;A;W;2022/23;19;1
11.03.2023;FK Krasnodar;Dinamo Moscow;3;1;H;W;2022/23;19;2
11.03.2023;Dinamo Moscow;FK Krasnodar;1;3;A;L;2022/23;19;-2
12.03.2023;Zenit St Petersburg;FC Khimki;3;2;H;W;2022/23;19;1
12.03.2023;FC Khimki;Zenit St Petersburg;2;3;A;L;2022/23;19;-1
12.03.2023;CSKA Moscow;Krylia Sovetov;4;0;H;W;2022/23;19;4
12.03.2023;Krylia Sovetov;CSKA Moscow;0;4;A;L;2022/23;19;-4
12.03.2023;Rostov;Nizhny Novgorod;2;1;H;W;2022/23;19;1
12.03.2023;Nizhny Novgorod;Rostov;1;2;A;L;2022/23;19;-1
18.03.2023;Orenburg;Spartak Moscow;2;0;H;W;2022/23;20;2
18.03.2023;Spartak Moscow;Orenburg;0;2;A;L;2022/23;20;-2
18.03.2023;Ural;Dinamo Moscow;0;1;H;L;2022/23;20;-1
18.03.2023;Dinamo Moscow;Ural;1;0;A;W;2022/23;20;1
18.03.2023;Fakel Voronezh;Sochi;3;0;H;W;2022/23;20;3
18.03.2023;Sochi;Fakel Voronezh;0;3;A;L;2022/23;20;-3
18.03.2023;Lokomotiv Moscow;FK Krasnodar;3;2;H;W;2022/23;20;1
18.03.2023;FK Krasnodar;Lokomotiv Moscow;2;3;A;L;2022/23;20;-1
19.03.2023;FC Khimki;Rostov;0;1;H;L;2022/23;20;-1
19.03.2023;Rostov;FC Khimki;1;0;A;W;2022/23;20;1
19.03.2023;Krylia Sovetov;Akhmat Grozny;0;1;H;L;2022/23;20;-1
19.03.2023;Akhmat Grozny;Krylia Sovetov;1;0;A;W;2022/23;20;1
19.03.2023;CSKA Moscow;Zenit St Petersburg;1;0;H;W;2022/23;20;1
19.03.2023;Zenit St Petersburg;CSKA Moscow;0;1;A;L;2022/23;20;-1
01.04.2023;Dinamo Moscow;Sochi;0;2;H;L;2022/23;21;-2
01.04.2023;Sochi;Dinamo Moscow;2;0;A;W;2022/23;21;2
01.04.2023;Nizhny Novgorod;Lokomotiv Moscow;0;4;H;L;2022/23;21;-4
01.04.2023;Lokomotiv Moscow;Nizhny Novgorod;4;0;A;W;2022/23;21;4
01.04.2023;Spartak Moscow;Akhmat Grozny;0;0;H;D;2022/23;21;0
01.04.2023;Akhmat Grozny;Spartak Moscow;0;0;A;D;2022/23;21;0
01.04.2023;Zenit St Petersburg;Ural;2;0;H;W;2022/23;21;2
01.04.2023;Ural;Zenit St Petersburg;0;2;A;L;2022/23;21;-2
02.04.2023;Krylia Sovetov;Orenburg;1;1;H;D;2022/23;21;0
02.04.2023;Orenburg;Krylia Sovetov;1;1;A;D;2022/23;21;0
02.04.2023;FC Khimki;FK Krasnodar;0;6;H;L;2022/23;21;-6
02.04.2023;FK Krasnodar;FC Khimki;6;0;A;W;2022/23;21;6
02.04.2023;Fakel Voronezh;CSKA Moscow;0;2;H;L;2022/23;21;-2
02.04.2023;CSKA Moscow;Fakel Voronezh;2;0;A;W;2022/23;21;2
02.04.2023;Rostov;Torpedo Moscow;2;1;H;W;2022/23;21;1
02.04.2023;Torpedo Moscow;Rostov;1;2;A;L;2022/23;21;-1
08.04.2023;Torpedo Moscow;Fakel Voronezh;2;0;H;W;2022/23;22;2
08.04.2023;Fakel Voronezh;Torpedo Moscow;0;2;A;L;2022/23;22;-2
08.04.2023;Akhmat Grozny;Ural;2;0;H;W;2022/23;22;2
08.04.2023;Ural;Akhmat Grozny;0;2;A;L;2022/23;22;-2
08.04.2023;Spartak Moscow;Dinamo Moscow;3;3;H;D;2022/23;22;0
08.04.2023;Dinamo Moscow;Spartak Moscow;3;3;A;D;2022/23;22;0
09.04.2023;Sochi;Krylia Sovetov;1;2;H;L;2022/23;22;-1
09.04.2023;Krylia Sovetov;Sochi;2;1;A;W;2022/23;22;1
09.04.2023;CSKA Moscow;FC Khimki;3;0;H;W;2022/23;22;3
09.04.2023;FC Khimki;CSKA Moscow;0;3;A;L;2022/23;22;-3
09.04.2023;FK Krasnodar;Nizhny Novgorod;3;1;H;W;2022/23;22;2
09.04.2023;Nizhny Novgorod;FK Krasnodar;1;3;A;L;2022/23;22;-2
09.04.2023;Lokomotiv Moscow;Zenit St Petersburg;1;2;H;L;2022/23;22;-1
09.04.2023;Zenit St Petersburg;Lokomotiv Moscow;2;1;A;W;2022/23;22;1
10.04.2023;Orenburg;Rostov;2;2;H;D;2022/23;22;0
10.04.2023;Rostov;Orenburg;2;2;A;D;2022/23;22;0
15.04.2023;Krylia Sovetov;FC Khimki;0;0;H;D;2022/23;23;0
15.04.2023;FC Khimki;Krylia Sovetov;0;0;A;D;2022/23;23;0
15.04.2023;Dinamo Moscow;Nizhny Novgorod;3;1;H;W;2022/23;23;2
15.04.2023;Nizhny Novgorod;Dinamo Moscow;1;3;A;L;2022/23;23;-2
15.04.2023;Sochi;FK Krasnodar;0;2;H;L;2022/23;23;-2
15.04.2023;FK Krasnodar;Sochi;2;0;A;W;2022/23;23;2
15.04.2023;Ural;CSKA Moscow;1;2;H;L;2022/23;23;-1
15.04.2023;CSKA Moscow;Ural;2;1;A;W;2022/23;23;1
15.04.2023;Torpedo Moscow;Spartak Moscow;1;2;H;L;2022/23;23;-1
15.04.2023;Spartak Moscow;Torpedo Moscow;2;1;A;W;2022/23;23;1
16.04.2023;Orenburg;Lokomotiv Moscow;1;4;H;L;2022/23;23;-3
16.04.2023;Lokomotiv Moscow;Orenburg;4;1;A;W;2022/23;23;3
16.04.2023;Fakel Voronezh;Akhmat Grozny;1;1;H;D;2022/23;23;0
16.04.2023;Akhmat Grozny;Fakel Voronezh;1;1;A;D;2022/23;23;0
16.04.2023;Rostov;Zenit St Petersburg;0;0;H;D;2022/23;23;0
16.04.2023;Zenit St Petersburg;Rostov;0;0;A;D;2022/23;23;0
22.04.2023;FC Khimki;Torpedo Moscow;4;2;H;W;2022/23;24;2
22.04.2023;Torpedo Moscow;FC Khimki;2;4;A;L;2022/23;24;-2
22.04.2023;Fakel Voronezh;Orenburg;1;3;H;L;2022/23;24;-2
22.04.2023;Orenburg;Fakel Voronezh;3;1;A;W;2022/23;24;2
22.04.2023;Zenit St Petersburg;Dinamo Moscow;3;1;H;W;2022/23;24;2
22.04.2023;Dinamo Moscow;Zenit St Petersburg;1;3;A;L;2022/23;24;-2
23.04.2023;Ural;Rostov;1;3;H;L;2022/23;24;-2
23.04.2023;Rostov;Ural;3;1;A;W;2022/23;24;2
23.04.2023;Nizhny Novgorod;Krylia Sovetov;2;1;H;W;2022/23;24;1
23.04.2023;Krylia Sovetov;Nizhny Novgorod;1;2;A;L;2022/23;24;-1
23.04.2023;Akhmat Grozny;Sochi;1;0;H;W;2022/23;24;1
23.04.2023;Sochi;Akhmat Grozny;0;1;A;L;2022/23;24;-1
23.04.2023;CSKA Moscow;Lokomotiv Moscow;1;1;H;D;2022/23;24;0
23.04.2023;Lokomotiv Moscow;CSKA Moscow;1;1;A;D;2022/23;24;0
24.04.2023;Spartak Moscow;FK Krasnodar;4;3;H;W;2022/23;24;1
24.04.2023;FK Krasnodar;Spartak Moscow;3;4;A;L;2022/23;24;-1
28.04.2023;Dinamo Moscow;Fakel Voronezh;0;2;H;L;2022/23;25;-2
28.04.2023;Fakel Voronezh;Dinamo Moscow;2;0;A;W;2022/23;25;2
29.04.2023;Krylia Sovetov;Zenit St Petersburg;1;5;H;L;2022/23;25;-4
29.04.2023;Zenit St Petersburg;Krylia Sovetov;5;1;A;W;2022/23;25;4
29.04.2023;Akhmat Grozny;CSKA Moscow;1;3;H;L;2022/23;25;-2
29.04.2023;CSKA Moscow;Akhmat Grozny;3;1;A;W;2022/23;25;2
29.04.2023;FK Krasnodar;Ural;1;1;H;D;2022/23;25;0
29.04.2023;Ural;FK Krasnodar;1;1;A;D;2022/23;25;0
29.04.2023;Spartak Moscow;Rostov;1;1;H;D;2022/23;25;0
29.04.2023;Rostov;Spartak Moscow;1;1;A;D;2022/23;25;0
30.04.2023;Orenburg;Nizhny Novgorod;1;0;H;W;2022/23;25;1
30.04.2023;Nizhny Novgorod;Orenburg;0;1;A;L;2022/23;25;-1
30.04.2023;Sochi;Torpedo Moscow;3;1;H;W;2022/23;25;2
30.04.2023;Torpedo Moscow;Sochi;1;3;A;L;2022/23;25;-2
30.04.2023;Lokomotiv Moscow;FC Khimki;5;1;H;W;2022/23;25;4
