Date;Team;Opponent;For;Against;Venue;Result;Season;MD;Result Margin
08.08.2020;FC Khimki;CSKA Moscow;0;2;H;L;2020/21;1;-2
08.08.2020;CSKA Moscow;FC Khimki;2;0;A;W;2020/21;1;2
08.08.2020;Tambov;Rostov;0;1;H;L;2020/21;1;-1
08.08.2020;Rostov;Tambov;1;0;A;W;2020/21;1;1
09.08.2020;Ufa;FK Krasnodar;0;3;H;L;2020/21;1;-3
09.08.2020;FK Krasnodar;Ufa;3;0;A;W;2020/21;1;3
09.08.2020;Arsenal Tula;Akhmat Grozny;0;0;H;D;2020/21;1;0
09.08.2020;Akhmat Grozny;Arsenal Tula;0;0;A;D;2020/21;1;0
09.08.2020;Spartak Moscow;Sochi;2;2;H;D;2020/21;1;0
09.08.2020;Sochi;Spartak Moscow;2;2;A;D;2020/21;1;0
10.08.2020;Ural;Dinamo Moscow;0;2;H;L;2020/21;1;-2
10.08.2020;Dinamo Moscow;Ural;2;0;A;W;2020/21;1;2
11.08.2020;Rotor Volgograd;Zenit St Petersburg;0;2;H;L;2020/21;1;-2
11.08.2020;Zenit St Petersburg;Rotor Volgograd;2;0;A;W;2020/21;1;2
11.08.2020;Rubin Kazan;Lokomotiv Moscow;0;2;H;L;2020/21;1;-2
11.08.2020;Lokomotiv Moscow;Rubin Kazan;2;0;A;W;2020/21;1;2
14.08.2020;Arsenal Tula;Ufa;2;3;H;L;2020/21;2;-1
14.08.2020;Ufa;Arsenal Tula;3;2;A;W;2020/21;2;1
14.08.2020;Sochi;FC Khimki;1;1;H;D;2020/21;2;0
14.08.2020;FC Khimki;Sochi;1;1;A;D;2020/21;2;0
14.08.2020;Spartak Moscow;Akhmat Grozny;2;0;H;W;2020/21;2;2
14.08.2020;Akhmat Grozny;Spartak Moscow;0;2;A;L;2020/21;2;-2
15.08.2020;Dinamo Moscow;Rotor Volgograd;0;0;H;D;2020/21;2;0
15.08.2020;Rotor Volgograd;Dinamo Moscow;0;0;A;D;2020/21;2;0
15.08.2020;Rubin Kazan;Ural;1;1;H;D;2020/21;2;0
15.08.2020;Ural;Rubin Kazan;1;1;A;D;2020/21;2;0
15.08.2020;CSKA Moscow;Tambov;2;1;H;W;2020/21;2;1
15.08.2020;Tambov;CSKA Moscow;1;2;A;L;2020/21;2;-1
15.08.2020;Lokomotiv Moscow;FK Krasnodar;1;0;H;W;2020/21;2;1
15.08.2020;FK Krasnodar;Lokomotiv Moscow;0;1;A;L;2020/21;2;-1
15.08.2020;Rostov;Zenit St Petersburg;0;2;H;L;2020/21;2;-2
15.08.2020;Zenit St Petersburg;Rostov;2;0;A;W;2020/21;2;2
18.08.2020;Sochi;Rubin Kazan;3;2;H;W;2020/21;3;1
18.08.2020;Rubin Kazan;Sochi;2;3;A;L;2020/21;3;-1
18.08.2020;Tambov;FC Khimki;1;0;H;W;2020/21;3;1
18.08.2020;FC Khimki;Tambov;0;1;A;L;2020/21;3;-1
18.08.2020;FK Krasnodar;Arsenal Tula;2;0;H;W;2020/21;3;2
18.08.2020;Arsenal Tula;FK Krasnodar;0;2;A;L;2020/21;3;-2
19.08.2020;Ufa;Spartak Moscow;1;1;H;D;2020/21;3;0
19.08.2020;Spartak Moscow;Ufa;1;1;A;D;2020/21;3;0
19.08.2020;Ural;Lokomotiv Moscow;1;1;H;D;2020/21;3;0
19.08.2020;Lokomotiv Moscow;Ural;1;1;A;D;2020/21;3;0
19.08.2020;Akhmat Grozny;Rotor Volgograd;3;1;H;W;2020/21;3;2
19.08.2020;Rotor Volgograd;Akhmat Grozny;1;3;A;L;2020/21;3;-2
19.08.2020;Dinamo Moscow;Rostov;2;0;H;W;2020/21;3;2
19.08.2020;Rostov;Dinamo Moscow;0;2;A;L;2020/21;3;-2
19.08.2020;Zenit St Petersburg;CSKA Moscow;2;1;H;W;2020/21;3;1
19.08.2020;CSKA Moscow;Zenit St Petersburg;1;2;A;L;2020/21;3;-1
22.08.2020;Ural;FK Krasnodar;1;0;H;W;2020/21;4;1
22.08.2020;FK Krasnodar;Ural;0;1;A;L;2020/21;4;-1
22.08.2020;FC Khimki;Akhmat Grozny;1;2;H;L;2020/21;4;-1
22.08.2020;Akhmat Grozny;FC Khimki;2;1;A;W;2020/21;4;1
22.08.2020;Arsenal Tula;Dinamo Moscow;2;0;H;W;2020/21;4;2
22.08.2020;Dinamo Moscow;Arsenal Tula;0;2;A;L;2020/21;4;-2
22.08.2020;Zenit St Petersburg;Tambov;4;1;H;W;2020/21;4;3
22.08.2020;Tambov;Zenit St Petersburg;1;4;A;L;2020/21;4;-3
22.08.2020;CSKA Moscow;Rubin Kazan;1;2;H;L;2020/21;4;-1
22.08.2020;Rubin Kazan;CSKA Moscow;2;1;A;W;2020/21;4;1
22.08.2020;Rotor Volgograd;Sochi;1;2;H;L;2020/21;4;-1
22.08.2020;Sochi;Rotor Volgograd;2;1;A;W;2020/21;4;1
23.08.2020;Ufa;Rostov;0;1;H;L;2020/21;4;-1
23.08.2020;Rostov;Ufa;1;0;A;W;2020/21;4;1
23.08.2020;Spartak Moscow;Lokomotiv Moscow;2;1;H;W;2020/21;4;1
23.08.2020;Lokomotiv Moscow;Spartak Moscow;1;2;A;L;2020/21;4;-1
25.08.2020;Tambov;Sochi;0;1;H;L;2020/21;5;-1
25.08.2020;Sochi;Tambov;1;0;A;W;2020/21;5;1
25.08.2020;Arsenal Tula;FC Khimki;1;1;H;D;2020/21;5;0
25.08.2020;FC Khimki;Arsenal Tula;1;1;A;D;2020/21;5;0
26.08.2020;Lokomotiv Moscow;Akhmat Grozny;2;3;H;L;2020/21;5;-1
26.08.2020;Akhmat Grozny;Lokomotiv Moscow;3;2;A;W;2020/21;5;1
26.08.2020;Rubin Kazan;Ufa;3;0;H;W;2020/21;5;3
26.08.2020;Ufa;Rubin Kazan;0;3;A;L;2020/21;5;-3
26.08.2020;Rotor Volgograd;Spartak Moscow;0;1;H;L;2020/21;5;-1
26.08.2020;Spartak Moscow;Rotor Volgograd;1;0;A;W;2020/21;5;1
26.08.2020;Rostov;Ural;1;0;H;W;2020/21;5;1
26.08.2020;Ural;Rostov;0;1;A;L;2020/21;5;-1
26.08.2020;FK Krasnodar;CSKA Moscow;1;1;H;D;2020/21;5;0
26.08.2020;CSKA Moscow;FK Krasnodar;1;1;A;D;2020/21;5;0
26.08.2020;Dinamo Moscow;Zenit St Petersburg;1;0;H;W;2020/21;5;1
26.08.2020;Zenit St Petersburg;Dinamo Moscow;0;1;A;L;2020/21;5;-1
29.08.2020;Spartak Moscow;Arsenal Tula;2;1;H;W;2020/21;6;1
29.08.2020;Arsenal Tula;Spartak Moscow;1;2;A;L;2020/21;6;-1
29.08.2020;FC Khimki;Rotor Volgograd;1;1;H;D;2020/21;6;0
29.08.2020;Rotor Volgograd;FC Khimki;1;1;A;D;2020/21;6;0
30.08.2020;Ufa;Dinamo Moscow;1;1;H;D;2020/21;6;0
30.08.2020;Dinamo Moscow;Ufa;1;1;A;D;2020/21;6;0
30.08.2020;Lokomotiv Moscow;Zenit St Petersburg;0;0;H;D;2020/21;6;0
30.08.2020;Zenit St Petersburg;Lokomotiv Moscow;0;0;A;D;2020/21;6;0
30.08.2020;Akhmat Grozny;CSKA Moscow;0;3;H;L;2020/21;6;-3
30.08.2020;CSKA Moscow;Akhmat Grozny;3;0;A;W;2020/21;6;3
30.08.2020;Rubin Kazan;Tambov;2;2;H;D;2020/21;6;0
30.08.2020;Tambov;Rubin Kazan;2;2;A;D;2020/21;6;0
30.08.2020;FK Krasnodar;Rostov;1;1;H;D;2020/21;6;0
30.08.2020;Rostov;FK Krasnodar;1;1;A;D;2020/21;6;0
30.08.2020;Sochi;Ural;0;0;H;D;2020/21;6;0
30.08.2020;Ural;Sochi;0;0;A;D;2020/21;6;0
12.09.2020;Tambov;Ufa;2;0;H;W;2020/21;7;2
12.09.2020;Ufa;Tambov;0;2;A;L;2020/21;7;-2
12.09.2020;Ural;FC Khimki;3;1;H;W;2020/21;7;2
12.09.2020;FC Khimki;Ural;1;3;A;L;2020/21;7;-2
12.09.2020;Akhmat Grozny;Sochi;0;1;H;L;2020/21;7;-1
12.09.2020;Sochi;Akhmat Grozny;1;0;A;W;2020/21;7;1
13.09.2020;Dinamo Moscow;Rubin Kazan;0;1;H;L;2020/21;7;-1
13.09.2020;Rubin Kazan;Dinamo Moscow;1;0;A;W;2020/21;7;1
13.09.2020;CSKA Moscow;Spartak Moscow;3;1;H;W;2020/21;7;2
13.09.2020;Spartak Moscow;CSKA Moscow;1;3;A;L;2020/21;7;-2
13.09.2020;Rotor Volgograd;FK Krasnodar;0;3;H;L;2020/21;7;-3
13.09.2020;FK Krasnodar;Rotor Volgograd;3;0;A;W;2020/21;7;3
14.09.2020;Zenit St Petersburg;Arsenal Tula;3;1;H;W;2020/21;7;2
14.09.2020;Arsenal Tula;Zenit St Petersburg;1;3;A;L;2020/21;7;-2
14.09.2020;Rostov;Lokomotiv Moscow;0;0;H;D;2020/21;7;0
14.09.2020;Lokomotiv Moscow;Rostov;0;0;A;D;2020/21;7;0
18.09.2020;FK Krasnodar;FC Khimki;7;2;H;W;2020/21;8;5
18.09.2020;FC Khimki;FK Krasnodar;2;7;A;L;2020/21;8;-5
19.09.2020;Rostov;Rotor Volgograd;3;0;H;W;2020/21;8;3
19.09.2020;Rotor Volgograd;Rostov;0;3;A;L;2020/21;8;-3
19.09.2020;Ural;Zenit St Petersburg;1;1;H;D;2020/21;8;0
19.09.2020;Zenit St Petersburg;Ural;1;1;A;D;2020/21;8;0
20.09.2020;Arsenal Tula;Sochi;3;2;H;W;2020/21;8;1
20.09.2020;Sochi;Arsenal Tula;2;3;A;L;2020/21;8;-1
20.09.2020;Ufa;CSKA Moscow;0;1;H;L;2020/21;8;-1
20.09.2020;CSKA Moscow;Ufa;1;0;A;W;2020/21;8;1
20.09.2020;Rubin Kazan;Spartak Moscow;0;2;H;L;2020/21;8;-2
20.09.2020;Spartak Moscow;Rubin Kazan;2;0;A;W;2020/21;8;2
20.09.2020;Lokomotiv Moscow;Tambov;1;0;H;W;2020/21;8;1
20.09.2020;Tambov;Lokomotiv Moscow;0;1;A;L;2020/21;8;-1
21.09.2020;Dinamo Moscow;Akhmat Grozny;1;0;H;W;2020/21;8;1
21.09.2020;Akhmat Grozny;Dinamo Moscow;0;1;A;L;2020/21;8;-1
26.09.2020;Tambov;Spartak Moscow;0;2;H;L;2020/21;9;-2
26.09.2020;Spartak Moscow;Tambov;2;0;A;W;2020/21;9;2
26.09.2020;Zenit St Petersburg;Ufa;6;0;H;W;2020/21;9;6
26.09.2020;Ufa;Zenit St Petersburg;0;6;A;L;2020/21;9;-6
26.09.2020;Sochi;FK Krasnodar;1;1;H;D;2020/21;9;0
26.09.2020;FK Krasnodar;Sochi;1;1;A;D;2020/21;9;0
27.09.2020;Arsenal Tula;Rostov;2;3;H;L;2020/21;9;-1
27.09.2020;Rostov;Arsenal Tula;3;2;A;W;2020/21;9;1
27.09.2020;Akhmat Grozny;Ural;2;0;H;W;2020/21;9;2
27.09.2020;Ural;Akhmat Grozny;0;2;A;L;2020/21;9;-2
27.09.2020;CSKA Moscow;Lokomotiv Moscow;0;1;H;L;2020/21;9;-1
27.09.2020;Lokomotiv Moscow;CSKA Moscow;1;0;A;W;2020/21;9;1
27.09.2020;Rotor Volgograd;Rubin Kazan;1;3;H;L;2020/21;9;-2
27.09.2020;Rubin Kazan;Rotor Volgograd;3;1;A;W;2020/21;9;2
28.09.2020;FC Khimki;Dinamo Moscow;1;0;H;W;2020/21;9;1
28.09.2020;Dinamo Moscow;FC Khimki;0;1;A;L;2020/21;9;-1
03.10.2020;Ufa;Rotor Volgograd;0;0;H;D;2020/21;10;0
03.10.2020;Rotor Volgograd;Ufa;0;0;A;D;2020/21;10;0
03.10.2020;Tambov;Arsenal Tula;1;1;H;D;2020/21;10;0
03.10.2020;Arsenal Tula;Tambov;1;1;A;D;2020/21;10;0
03.10.2020;Ural;CSKA Moscow;0;2;H;L;2020/21;10;-2
03.10.2020;CSKA Moscow;Ural;2;0;A;W;2020/21;10;2
03.10.2020;Spartak Moscow;Zenit St Petersburg;1;1;H;D;2020/21;10;0
03.10.2020;Zenit St Petersburg;Spartak Moscow;1;1;A;D;2020/21;10;0
04.10.2020;Lokomotiv Moscow;FC Khimki;2;1;H;W;2020/21;10;1
04.10.2020;FC Khimki;Lokomotiv Moscow;1;2;A;L;2020/21;10;-1
04.10.2020;Sochi;Rostov;4;2;H;W;2020/21;10;2
04.10.2020;Rostov;Sochi;2;4;A;L;2020/21;10;-2
04.10.2020;Rubin Kazan;Akhmat Grozny;1;1;H;D;2020/21;10;0
04.10.2020;Akhmat Grozny;Rubin Kazan;1;1;A;D;2020/21;10;0
04.10.2020;Dinamo Moscow;FK Krasnodar;2;0;H;W;2020/21;10;2
04.10.2020;FK Krasnodar;Dinamo Moscow;0;2;A;L;2020/21;10;-2
17.10.2020;Zenit St Petersburg;Sochi;3;1;H;W;2020/21;11;2
17.10.2020;Sochi;Zenit St Petersburg;1;3;A;L;2020/21;11;-2
17.10.2020;FK Krasnodar;Rubin Kazan;3;1;H;W;2020/21;11;2
17.10.2020;Rubin Kazan;FK Krasnodar;1;3;A;L;2020/21;11;-2
17.10.2020;Lokomotiv Moscow;Ufa;1;0;H;W;2020/21;11;1
17.10.2020;Ufa;Lokomotiv Moscow;0;1;A;L;2020/21;11;-1
17.10.2020;FC Khimki;Spartak Moscow;2;3;H;L;2020/21;11;-1
17.10.2020;Spartak Moscow;FC Khimki;3;2;A;W;2020/21;11;1
18.10.2020;Arsenal Tula;Ural;1;0;H;W;2020/21;11;1
18.10.2020;Ural;Arsenal Tula;0;1;A;L;2020/21;11;-1
18.10.2020;Rotor Volgograd;Tambov;0;2;H;L;2020/21;11;-2
18.10.2020;Tambov;Rotor Volgograd;2;0;A;W;2020/21;11;2
18.10.2020;CSKA Moscow;Dinamo Moscow;3;1;H;W;2020/21;11;2
18.10.2020;Dinamo Moscow;CSKA Moscow;1;3;A;L;2020/21;11;-2
18.10.2020;Rostov;Akhmat Grozny;3;0;H;W;2020/21;11;3
18.10.2020;Akhmat Grozny;Rostov;0;3;A;L;2020/21;11;-3
24.10.2020;Dinamo Moscow;Sochi;3;1;H;W;2020/21;12;2
24.10.2020;Sochi;Dinamo Moscow;1;3;A;L;2020/21;12;-2
24.10.2020;Zenit St Petersburg;Rubin Kazan;1;2;H;L;2020/21;12;-1
24.10.2020;Rubin Kazan;Zenit St Petersburg;2;1;A;W;2020/21;12;1
24.10.2020;FK Krasnodar;Spartak Moscow;1;3;H;L;2020/21;12;-2
24.10.2020;Spartak Moscow;FK Krasnodar;3;1;A;W;2020/21;12;2
24.10.2020;Lokomotiv Moscow;Rotor Volgograd;1;2;H;L;2020/21;12;-1
24.10.2020;Rotor Volgograd;Lokomotiv Moscow;2;1;A;W;2020/21;12;1
25.10.2020;Ural;Tambov;0;0;H;D;2020/21;12;0
25.10.2020;Tambov;Ural;0;0;A;D;2020/21;12;0
25.10.2020;Rostov;FC Khimki;0;2;H;L;2020/21;12;-2
25.10.2020;FC Khimki;Rostov;2;0;A;W;2020/21;12;2
25.10.2020;Akhmat Grozny;Ufa;3;1;H;W;2020/21;12;2
25.10.2020;Ufa;Akhmat Grozny;1;3;A;L;2020/21;12;-2
26.10.2020;CSKA Moscow;Arsenal Tula;5;1;H;W;2020/21;12;4
26.10.2020;Arsenal Tula;CSKA Moscow;1;5;A;L;2020/21;12;-4
31.10.2020;Rubin Kazan;Arsenal Tula;3;1;H;W;2020/21;13;2
31.10.2020;Arsenal Tula;Rubin Kazan;1;3;A;L;2020/21;13;-2
31.10.2020;Spartak Moscow;Rostov;0;1;H;L;2020/21;13;-1
31.10.2020;Rostov;Spartak Moscow;1;0;A;W;2020/21;13;1
31.10.2020;Akhmat Grozny;FK Krasnodar;2;0;H;W;2020/21;13;1
31.10.2020;FK Krasnodar;Akhmat Grozny;0;2;A;L;2020/21;13;-1
31.10.2020;Sochi;Lokomotiv Moscow;2;1;H;W;2020/21;13;1
31.10.2020;Lokomotiv Moscow;Sochi;1;2;A;L;2020/21;13;-1
01.11.2020;Ufa;Ural;1;2;H;L;2020/21;13;-1
01.11.2020;Ural;Ufa;2;1;A;W;2020/21;13;1
01.11.2020;FC Khimki;Zenit St Petersburg;0;2;H;L;2020/21;13;-2
01.11.2020;Zenit St Petersburg;FC Khimki;2;0;A;W;2020/21;13;2
01.11.2020;Rotor Volgograd;CSKA Moscow;0;1;H;L;2020/21;13;-1
01.11.2020;CSKA Moscow;Rotor Volgograd;1;0;A;W;2020/21;13;1
01.11.2020;Tambov;Dinamo Moscow;1;2;H;L;2020/21;13;-1
01.11.2020;Dinamo Moscow;Tambov;2;1;A;W;2020/21;13;1
06.11.2020;Sochi;Ufa;1;1;H;D;2020/21;14;0
06.11.2020;Ufa;Sochi;1;1;A;D;2020/21;14;0
07.11.2020;Ural;Spartak Moscow;2;2;H;D;2020/21;14;0
07.11.2020;Spartak Moscow;Ural;2;2;A;D;2020/21;14;0
07.11.2020;Arsenal Tula;Rotor Volgograd;1;1;H;D;2020/21;14;0
07.11.2020;Rotor Volgograd;Arsenal Tula;1;1;A;D;2020/21;14;0
07.11.2020;Tambov;Akhmat Grozny;0;1;H;L;2020/21;14;-1
07.11.2020;Akhmat Grozny;Tambov;1;0;A;W;2020/21;14;1
08.11.2020;FC Khimki;Rubin Kazan;2;0;H;W;2020/21;14;2
08.11.2020;Rubin Kazan;FC Khimki;0;2;A;L;2020/21;14;-2
08.11.2020;CSKA Moscow;Rostov;2;0;H;W;2020/21;14;2
08.11.2020;Rostov;CSKA Moscow;0;2;A;L;2020/21;14;-2
08.11.2020;Zenit St Petersburg;FK Krasnodar;3;1;H;W;2020/21;14;2
08.11.2020;FK Krasnodar;Zenit St Petersburg;1;3;A;L;2020/21;14;-2
08.11.2020;Dinamo Moscow;Lokomotiv Moscow;5;1;H;W;2020/21;14;4
08.11.2020;Lokomotiv Moscow;Dinamo Moscow;1;5;A;L;2020/21;14;-4
21.11.2020;FK Krasnodar;Tambov;1;0;H;W;2020/21;15;1
21.11.2020;Tambov;FK Krasnodar;0;1;A;L;2020/21;15;-1
21.11.2020;Akhmat Grozny;Zenit St Petersburg;2;2;H;D;2020/21;15;0
21.11.2020;Zenit St Petersburg;Akhmat Grozny;2;2;A;D;2020/21;15;0
21.11.2020;Spartak Moscow;Dinamo Moscow;1;1;H;D;2020/21;15;0
21.11.2020;Dinamo Moscow;Spartak Moscow;1;1;A;D;2020/21;15;0
21.11.2020;Lokomotiv Moscow;Arsenal Tula;1;0;H;W;2020/21;15;1
21.11.2020;Arsenal Tula;Lokomotiv Moscow;0;1;A;L;2020/21;15;-1
22.11.2020;CSKA Moscow;Sochi;1;1;H;D;2020/21;15;0
22.11.2020;Sochi;CSKA Moscow;1;1;A;D;2020/21;15;0
22.11.2020;Rotor Volgograd;Ural;0;0;H;D;2020/21;15;0
22.11.2020;Ural;Rotor Volgograd;0;0;A;D;2020/21;15;0
22.11.2020;Rubin Kazan;Rostov;0;2;H;L;2020/21;15;-2
22.11.2020;Rostov;Rubin Kazan;2;0;A;W;2020/21;15;2
23.11.2020;Ufa;FC Khimki;1;2;H;L;2020/21;15;-1
23.11.2020;FC Khimki;Ufa;2;1;A;W;2020/21;15;1
28.11.2020;Arsenal Tula;Zenit St Petersburg;0;0;H;D;2020/21;16;0
28.11.2020;Zenit St Petersburg;Arsenal Tula;0;0;A;D;2020/21;16;0
28.11.2020;FC Khimki;FK Krasnodar;1;0;H;W;2020/21;16;1
28.11.2020;FK Krasnodar;FC Khimki;0;1;A;L;2020/21;16;-1
28.11.2020;Rostov;Dinamo Moscow;4;1;H;W;2020/21;16;3
28.11.2020;Dinamo Moscow;Rostov;1;4;A;L;2020/21;16;-3
28.11.2020;Akhmat Grozny;Lokomotiv Moscow;0;0;H;D;2020/21;16;0
28.11.2020;Lokomotiv Moscow;Akhmat Grozny;0;0;A;D;2020/21;16;0
29.11.2020;Ural;Sochi;1;0;H;W;2020/21;16;1
29.11.2020;Sochi;Ural;0;1;A;L;2020/21;16;-1
29.11.2020;Ufa;Tambov;4;0;H;W;2020/21;16;4
29.11.2020;Tambov;Ufa;0;4;A;L;2020/21;16;-4
29.11.2020;Rubin Kazan;CSKA Moscow;1;0;H;W;2020/21;16;1
29.11.2020;CSKA Moscow;Rubin Kazan;0;1;A;L;2020/21;16;-1
29.11.2020;Spartak Moscow;Rotor Volgograd;2;0;H;W;2020/21;16;2
29.11.2020;Rotor Volgograd;Spartak Moscow;0;2;A;L;2020/21;16;-2
05.12.2020;Lokomotiv Moscow;Rubin Kazan;3;1;H;W;2020/21;17;2
05.12.2020;Rubin Kazan;Lokomotiv Moscow;1;3;A;L;2020/21;17;-2
05.12.2020;Spartak Moscow;Tambov;5;1;H;W;2020/21;17;4
05.12.2020;Tambov;Spartak Moscow;1;5;A;L;2020/21;17;-4
05.12.2020;Zenit St Petersburg;Ural;5;1;H;W;2020/21;17;4
05.12.2020;Ural;Zenit St Petersburg;1;5;A;L;2020/21;17;-4
05.12.2020;FK Krasnodar;Rotor Volgograd;5;0;H;W;2020/21;17;5
05.12.2020;Rotor Volgograd;FK Krasnodar;0;5;A;L;2020/21;17;-5
06.12.2020;Rostov;Ufa;0;1;H;L;2020/21;17;-1
06.12.2020;Ufa;Rostov;1;0;A;W;2020/21;17;1
06.12.2020;Dinamo Moscow;Arsenal Tula;1;0;H;W;2020/21;17;1
06.12.2020;Arsenal Tula;Dinamo Moscow;0;1;A;L;2020/21;17;-1
06.12.2020;CSKA Moscow;FC Khimki;2;2;H;D;2020/21;17;0
06.12.2020;FC Khimki;CSKA Moscow;2;2;A;D;2020/21;17;0
07.12.2020;Sochi;Akhmat Grozny;2;0;H;W;2020/21;17;2
07.12.2020;Akhmat Grozny;Sochi;0;2;A;L;2020/21;17;-2
11.12.2020;FC Khimki;Arsenal Tula;1;0;H;W;2020/21;18;1
11.12.2020;Arsenal Tula;FC Khimki;0;1;A;L;2020/21;18;-1
12.12.2020;Rotor Volgograd;Ufa;1;0;H;W;2020/21;18;1
12.12.2020;Ufa;Rotor Volgograd;0;1;A;L;2020/21;18;-1
12.12.2020;Sochi;Spartak Moscow;1;0;H;W;2020/21;18;1
12.12.2020;Spartak Moscow;Sochi;0;1;A;L;2020/21;18;-1
12.12.2020;Zenit St Petersburg;Dinamo Moscow;3;1;H;W;2020/21;18;2
12.12.2020;Dinamo Moscow;Zenit St Petersburg;1;3;A;L;2020/21;18;-2
13.12.2020;Tambov;Rubin Kazan;0;1;H;L;2020/21;18;-1
13.12.2020;Rubin Kazan;Tambov;1;0;A;W;2020/21;18;1
13.12.2020;FK Krasnodar;Lokomotiv Moscow;5;0;H;W;2020/21;18;5
13.12.2020;Lokomotiv Moscow;FK Krasnodar;0;5;A;L;2020/21;18;-5
13.12.2020;Akhmat Grozny;Rostov;0;1;H;L;2020/21;18;-1
13.12.2020;Rostov;Akhmat Grozny;1;0;A;W;2020/21;18;1
13.12.2020;CSKA Moscow;Ural;2;2;H;D;2020/21;18;0
13.12.2020;Ural;CSKA Moscow;2;2;A;D;2020/21;18;0
16.12.2020;Sochi;Dinamo Moscow;2;0;H;W;2020/21;19;2
16.12.2020;Dinamo Moscow;Sochi;0;2;A;L;2020/21;19;-2
16.12.2020;Rotor Volgograd;Arsenal Tula;1;0;H;W;2020/21;19;1
16.12.2020;Arsenal Tula;Rotor Volgograd;0;1;A;L;2020/21;19;-1
16.12.2020;Zenit St Petersburg;Spartak Moscow;3;1;H;W;2020/21;19;2
16.12.2020;Spartak Moscow;Zenit St Petersburg;1;3;A;L;2020/21;19;-2
17.12.2020;FK Krasnodar;Ufa;1;0;H;W;2020/21;19;1
17.12.2020;Ufa;FK Krasnodar;0;1;A;L;2020/21;19;-1
17.12.2020;FC Khimki;Lokomotiv Moscow;3;2;H;W;2020/21;19;1
17.12.2020;Lokomotiv Moscow;FC Khimki;2;3;A;L;2020/21;19;-1
17.12.2020;Akhmat Grozny;Rubin Kazan;0;0;H;D;2020/21;19;0
17.12.2020;Rubin Kazan;Akhmat Grozny;0;0;A;D;2020/21;19;0
17.12.2020;Rostov;CSKA Moscow;1;3;H;L;2020/21;19;-2
17.12.2020;CSKA Moscow;Rostov;3;1;A;W;2020/21;19;2
18.12.2020;Tambov;Ural;1;1;H;D;2020/21;19;0
18.12.2020;Ural;Tambov;1;1;A;D;2020/21;19;0
26.02.2021;Tambov;Rotor Volgograd;1;3;H;L;2020/21;20;-2
26.02.2021;Rotor Volgograd;Tambov;3;1;A;W;2020/21;20;2
27.02.2021;FC Khimki;Ufa;2;1;H;W;2020/21;20;1
27.02.2021;Ufa;FC Khimki;1;2;A;L;2020/21;20;-1
27.02.2021;Zenit St Petersburg;Rostov;2;2;H;D;2020/21;20;0
27.02.2021;Rostov;Zenit St Petersburg;2;2;A;D;2020/21;20;0
27.02.2021;Lokomotiv Moscow;CSKA Moscow;2;0;H;W;2020/21;20;2
27.02.2021;CSKA Moscow;Lokomotiv Moscow;0;2;A;L;2020/21;20;-2
27.02.2021;Sochi;Arsenal Tula;4;0;H;W;2020/21;20;4
27.02.2021;Arsenal Tula;Sochi;0;4;A;L;2020/21;20;-4
28.02.2021;Spartak Moscow;Rubin Kazan;0;2;H;L;2020/21;20;-2
28.02.2021;Rubin Kazan;Spartak Moscow;2;0;A;W;2020/21;20;2
28.02.2021;Akhmat Grozny;Dinamo Moscow;1;2;H;L;2020/21;20;-1
28.02.2021;Dinamo Moscow;Akhmat Grozny;2;1;A;W;2020/21;20;1
28.02.2021;FK Krasnodar;Ural;2;2;H;D;2020/21;20;0
28.02.2021;Ural;FK Krasnodar;2;2;A;D;2020/21;20;0
06.03.2021;CSKA Moscow;Akhmat Grozny;2;0;H;W;2020/21;21;2
06.03.2021;Akhmat Grozny;CSKA Moscow;0;2;A;L;2020/21;21;-2
06.03.2021;Rotor Volgograd;FC Khimki;0;0;H;D;2020/21;21;0
06.03.2021;FC Khimki;Rotor Volgograd;0;0;A;D;2020/21;21;0
06.03.2021;Rostov;Sochi;0;0;H;D;2020/21;21;0
06.03.2021;Sochi;Rostov;0;0;A;D;2020/21;21;0
07.03.2021;Ural;Ufa;0;0;H;D;2020/21;21;0
07.03.2021;Ufa;Ural;0;0;A;D;2020/21;21;0
07.03.2021;Dinamo Moscow;Tambov;2;0;H;W;2020/21;21;2
07.03.2021;Tambov;Dinamo Moscow;0;2;A;L;2020/21;21;-2
07.03.2021;Spartak Moscow;FK Krasnodar;6;1;H;W;2020/21;21;5
07.03.2021;FK Krasnodar;Spartak Moscow;1;6;A;L;2020/21;21;-5
08.03.2021;Arsenal Tula;Lokomotiv Moscow;0;3;H;L;2020/21;21;-3
08.03.2021;Lokomotiv Moscow;Arsenal Tula;3;0;A;W;2020/21;21;3
08.03.2021;Rubin Kazan;Zenit St Petersburg;2;1;H;W;2020/21;21;1
08.03.2021;Zenit St Petersburg;Rubin Kazan;1;2;A;L;2020/21;21;-1
12.03.2021;FC Khimki;Rostov;1;0;H;W;2020/21;22;1
12.03.2021;Rostov;FC Khimki;0;1;A;L;2020/21;22;-1
13.03.2021;Ural;Rotor Volgograd;1;0;H;W;2020/21;22;1
13.03.2021;Rotor Volgograd;Ural;0;1;A;L;2020/21;22;-1
13.03.2021;Arsenal Tula;CSKA Moscow;2;1;H;W;2020/21;22;1
13.03.2021;CSKA Moscow;Arsenal Tula;1;2;A;L;2020/21;22;-1
13.03.2021;Zenit St Petersburg;Akhmat Grozny;4;0;H;W;2020/21;22;4
13.03.2021;Akhmat Grozny;Zenit St Petersburg;0;4;A;L;2020/21;22;-4
