Date,Team,Opponent,scored,missed,Venue,Result,Season,MD,Result Margin,target,total_over_0_5,total_over_1,total_over_1_5,no_coefs,avg_scored,top_club,home_team,opponent_avg_missed,opponent_top_club,transitive_wins,last_rel_result,positions_diff,prev_target,no_prev_target,season_second_part
2021-07-08,FK Krasnodar,Zenit St Petersburg,2,3,A,L,2021/22,3,-1,1,0.0,0.0,0.0,1,0.5,1,0,0.5,1,1,1.0,-8.7,1.0,0,0
2021-07-08,Arsenal Tula,Krylia Sovetov,2,1,H,W,2021/22,3,1,1,0.0,0.0,0.0,1,0.5,0,1,0.5,0,1,3.0,2.7,0.0,1,0
2021-07-08,Krylia Sovetov,Arsenal Tula,1,2,A,L,2021/22,3,-1,1,0.0,0.0,0.0,1,1.5,0,0,1.0,0,0,3.0,-2.7,0.0,1,0
2021-07-08,Spartak Moscow,Nizhny Novgorod,1,2,H,L,2021/22,3,-1,1,0.0,0.0,0.0,1,4.0,1,1,0.5,0,0,3.0,14.950000000000001,0.0,1,0
2021-07-08,Nizhny Novgorod,Spartak Moscow,2,1,A,W,2021/22,3,1,1,0.0,0.0,0.0,1,1.5,0,0,1.5,1,1,1.0,-14.950000000000001,0.0,1,0
2021-08-08,FC Khimki,Rostov,1,1,H,D,2021/22,3,0,1,1.4,0.0,0.0,0,0.5,0,1,1.5,0,3,0.0,1.5,1.0,0,0
2021-08-08,Rostov,FC Khimki,1,1,A,D,2021/22,3,0,1,0.0,0.0,2.59,0,2.5,0,0,3.0,0,2,4.0,-1.5,0.0,0,0
2021-08-08,Dinamo Moscow,CSKA Moscow,2,1,H,W,2021/22,3,1,1,0.0,0.0,2.12,0,1.5,1,1,1.5,1,0,4.0,-0.29999999999999993,1.0,0,0
2021-08-08,CSKA Moscow,Dinamo Moscow,1,2,A,L,2021/22,3,-1,1,0.0,0.0,2.32,0,2.0,1,0,1.0,1,1,0.0,0.29999999999999993,1.0,0,0
2021-08-08,Rubin Kazan,Akhmat Grozny,2,1,H,W,2021/22,3,1,1,0.0,0.0,1.99,0,3.0,0,1,1.0,0,3,0.0,6.9,0.0,0,0
2021-08-08,Akhmat Grozny,Rubin Kazan,1,2,A,L,2021/22,3,-1,1,0.0,0.0,2.81,0,2.5,0,0,1.5,0,3,1.0,-6.9,0.0,0,0
2021-09-08,Sochi,Ural,2,0,H,W,2021/22,3,2,1,0.0,0.0,0.0,1,1.0,0,1,1.0,0,2,3.0,6.6499999999999995,0.0,0,0
2021-09-08,Ural,Sochi,0,2,A,L,2021/22,3,-2,0,0.0,0.0,0.0,1,0.5,0,0,1.0,0,0,4.0,-6.6499999999999995,1.0,0,0
2021-08-14,Spartak Moscow,Ural,1,0,H,W,2021/22,4,1,1,0.0,0.0,1.51,0,0.5,1,1,1.5,0,1,3.0,9.200000000000001,1.0,0,0
2021-08-14,Ural,Spartak Moscow,0,1,A,L,2021/22,4,-1,0,1.74,0.0,0.0,0,0.0,0,0,0.5,1,0,1.0,-9.200000000000001,1.0,0,0
2021-08-14,Nizhny Novgorod,Ufa,1,2,H,L,2021/22,4,-1,1,1.52,0.0,0.0,0,1.0,0,1,1.5,0,2,3.0,-3.9333333333333336,0.0,1,0
2021-08-14,Ufa,Nizhny Novgorod,2,1,A,W,2021/22,4,1,1,1.41,0.0,0.0,0,1.0,0,0,1.5,0,0,0.0,3.9333333333333336,0.0,1,0
2021-08-14,Rostov,CSKA Moscow,1,3,H,L,2021/22,4,-2,1,1.53,0.0,0.0,0,0.5,0,1,1.5,1,0,4.0,-3.1333333333333333,1.0,0,0
2021-08-14,CSKA Moscow,Rostov,3,1,A,W,2021/22,4,2,1,0.0,0.0,2.35,0,2.0,1,0,1.5,0,1,0.0,3.1333333333333333,1.0,0,0
2021-08-14,Akhmat Grozny,Dinamo Moscow,2,1,H,W,2021/22,4,1,1,0.0,0.0,2.79,0,1.5,0,1,0.5,1,1,4.0,-4.533333333333333,1.0,0,0
2021-08-14,Dinamo Moscow,Akhmat Grozny,1,2,A,L,2021/22,4,-1,1,0.0,0.0,2.26,0,1.0,1,0,1.5,0,1,0.0,4.533333333333333,1.0,0,0
2021-08-15,Lokomotiv Moscow,Zenit St Petersburg,1,1,H,D,2021/22,4,0,1,0.0,0.0,0.0,1,1.5,1,1,1.0,1,1,2.0,-2.066666666666667,1.0,0,0
2021-08-15,Zenit St Petersburg,Lokomotiv Moscow,1,1,A,D,2021/22,4,0,1,0.0,0.0,0.0,1,0.5,1,0,0.0,1,0,1.0,2.066666666666667,1.0,0,0
2021-08-15,FK Krasnodar,Arsenal Tula,3,2,H,W,2021/22,4,1,1,0.0,0.0,1.44,0,2.0,1,1,3.5,0,5,3.0,3.466666666666667,1.0,0,0
2021-08-15,Arsenal Tula,FK Krasnodar,2,3,A,L,2021/22,4,-1,1,1.51,0.0,0.0,0,1.0,0,0,1.5,1,2,0.0,-3.466666666666667,0.0,0,0
2021-08-15,Rubin Kazan,Krylia Sovetov,1,1,H,D,2021/22,4,0,1,0.0,0.0,2.46,0,3.0,0,1,1.5,0,4,0.0,13.133333333333335,0.0,1,0
2021-08-15,Krylia Sovetov,Rubin Kazan,1,1,A,D,2021/22,4,0,1,0.0,0.0,2.59,0,0.5,0,0,1.5,0,1,1.0,-13.133333333333335,0.0,1,0
2021-08-16,Sochi,FC Khimki,3,0,H,W,2021/22,4,3,1,0.0,0.0,1.99,0,1.0,0,1,2.0,0,3,4.0,2.7333333333333334,0.0,0,0
2021-08-16,FC Khimki,Sochi,0,3,A,L,2021/22,4,-3,0,1.56,0.0,0.0,0,1.0,0,0,1.0,0,3,4.0,-2.7333333333333334,0.0,0,0
2021-08-21,CSKA Moscow,Akhmat Grozny,2,0,H,W,2021/22,5,2,1,0.0,0.0,1.59,0,2.0,1,1,1.5,0,0,0.0,4.166666666666667,1.0,0,0
2021-08-21,Akhmat Grozny,CSKA Moscow,0,2,A,L,2021/22,5,-2,0,1.55,0.0,0.0,0,1.5,0,0,1.5,1,1,3.0,-4.166666666666667,0.0,0,0
2021-08-21,Arsenal Tula,Spartak Moscow,1,1,H,D,2021/22,5,0,1,1.55,0.0,0.0,0,2.0,0,1,0.0,1,0,1.0,-10.75,1.0,0,0
2021-08-21,Spartak Moscow,Arsenal Tula,1,1,A,D,2021/22,5,0,1,0.0,0.0,1.64,0,1.0,1,0,3.5,0,3,3.0,10.75,1.0,0,0
2021-08-21,Ufa,Zenit St Petersburg,1,1,H,D,2021/22,5,0,1,0.0,0.0,0.0,1,1.0,0,1,0.5,1,0,1.0,-11.666666666666666,0.0,0,0
2021-08-21,Zenit St Petersburg,Ufa,1,1,A,D,2021/22,5,0,1,0.0,0.0,0.0,1,0.5,1,0,0.5,0,2,3.0,11.666666666666666,0.0,0,0
2021-08-21,Ural,Dinamo Moscow,0,1,H,L,2021/22,5,-1,0,1.71,0.0,0.0,0,0.0,0,1,1.5,1,0,3.0,-6.083333333333334,0.0,0,0
2021-08-21,Dinamo Moscow,Ural,1,0,A,W,2021/22,5,1,1,0.0,0.0,1.74,0,1.5,1,0,2.0,0,1,3.0,6.083333333333334,1.0,0,0
2021-08-21,Krylia Sovetov,Sochi,1,0,H,W,2021/22,5,1,1,0.0,0.0,2.32,0,0.5,0,1,0.5,0,0,4.0,-11.916666666666666,0.0,1,0
2021-08-21,Sochi,Krylia Sovetov,0,1,A,L,2021/22,5,-1,0,0.0,0.0,2.59,0,1.5,0,0,1.0,0,4,0.0,11.916666666666666,0.0,1,0
2021-08-22,Lokomotiv Moscow,FK Krasnodar,2,1,H,W,2021/22,5,1,1,0.0,0.0,2.06,0,0.5,1,1,2.5,1,1,3.0,6.416666666666667,0.0,0,0
2021-08-22,FK Krasnodar,Lokomotiv Moscow,1,2,A,L,2021/22,5,-1,1,0.0,0.0,1.88,0,2.0,1,0,0.5,1,1,1.0,-6.416666666666667,1.0,0,0
2021-08-22,Nizhny Novgorod,Rostov,1,2,H,L,2021/22,5,-1,1,1.52,0.0,0.0,0,1.0,0,1,2.0,0,1,3.0,-6.833333333333334,0.0,1,0
2021-08-22,Rostov,Nizhny Novgorod,2,1,A,W,2021/22,5,1,1,0.0,0.0,2.61,0,1.0,0,0,1.0,0,2,0.0,6.833333333333334,0.0,1,0
2021-08-22,FC Khimki,Rubin Kazan,1,1,H,D,2021/22,5,0,1,0.0,0.0,0.0,1,0.5,0,1,1.0,0,1,1.0,-5.0,1.0,0,0
2021-08-22,Rubin Kazan,FC Khimki,1,1,A,D,2021/22,5,0,1,0.0,0.0,0.0,1,1.5,0,0,2.0,0,4,3.0,5.0,1.0,0,0
2021-08-26,Ufa,Krylia Sovetov,1,2,H,L,2021/22,6,-1,1,0.0,0.0,2.81,0,1.5,0,1,0.5,0,1,0.0,3.7,0.0,1,0
2021-08-26,Krylia Sovetov,Ufa,2,1,A,W,2021/22,6,1,1,1.37,0.0,0.0,0,1.0,0,0,1.0,0,2,3.0,-3.7,0.0,1,0
2021-08-26,Spartak Moscow,Sochi,1,2,H,L,2021/22,6,-1,1,0.0,0.0,1.88,0,1.0,1,1,0.5,0,2,4.0,2.0000000000000004,0.0,0,0
2021-08-26,Sochi,Spartak Moscow,2,1,A,W,2021/22,6,1,1,1.44,0.0,0.0,0,1.5,0,0,0.5,1,1,1.0,-2.0000000000000004,1.0,0,0
2021-08-26,Akhmat Grozny,Arsenal Tula,2,1,H,W,2021/22,6,1,1,0.0,0.0,1.88,0,1.0,0,1,2.0,0,2,0.0,3.3000000000000003,1.0,0,0
2021-08-26,Arsenal Tula,Akhmat Grozny,1,2,A,L,2021/22,6,-1,1,1.64,0.0,0.0,0,1.5,0,0,1.5,0,1,0.0,-3.3000000000000003,0.0,0,0
2021-08-26,Zenit St Petersburg,CSKA Moscow,1,0,H,W,2021/22,6,1,1,0.0,0.0,0.0,1,1.0,1,1,0.5,1,2,4.0,4.5,1.0,0,0
2021-08-26,CSKA Moscow,Zenit St Petersburg,0,1,A,L,2021/22,6,-1,0,1.47,0.0,0.0,0,2.5,1,0,1.0,1,0,1.0,-4.5,1.0,0,0
2021-08-27,Ural,Rostov,1,1,H,D,2021/22,6,0,1,1.51,0.0,0.0,0,0.0,0,1,2.0,0,0,3.0,-2.8000000000000003,0.0,0,0
2021-08-27,Rostov,Ural,1,1,A,D,2021/22,6,0,1,0.0,0.0,2.59,0,1.5,0,0,1.0,0,1,3.0,2.8000000000000003,1.0,0,0
2021-08-27,FC Khimki,Nizhny Novgorod,1,1,H,D,2021/22,6,0,1,0.0,0.0,2.24,0,0.5,0,1,2.0,0,1,0.0,8.0,0.0,1,0
2021-08-27,Nizhny Novgorod,FC Khimki,1,1,A,D,2021/22,6,0,1,1.56,0.0,0.0,0,1.0,0,0,2.0,0,1,3.0,-8.0,0.0,1,0
2021-08-27,Dinamo Moscow,Lokomotiv Moscow,1,1,H,D,2021/22,6,0,1,0.0,0.0,1.9,0,1.0,1,1,1.0,1,1,2.0,-2.8000000000000003,0.0,0,0
2021-08-27,Lokomotiv Moscow,Dinamo Moscow,1,1,A,D,2021/22,6,0,1,1.37,0.0,0.0,0,1.5,1,0,1.0,1,0,4.0,2.8000000000000003,0.0,0,0
2021-08-27,FK Krasnodar,Rubin Kazan,2,0,H,W,2021/22,6,2,1,0.0,0.0,1.52,0,2.0,1,1,1.0,0,1,2.0,-6.1000000000000005,1.0,0,0
2021-08-27,Rubin Kazan,FK Krasnodar,0,2,A,L,2021/22,6,-2,0,1.52,0.0,0.0,0,1.0,0,0,2.0,1,4,3.0,6.1000000000000005,0.0,0,0
2021-11-09,Lokomotiv Moscow,Krylia Sovetov,2,0,H,W,2021/22,7,2,1,0.0,0.0,0.0,1,2.0,1,1,1.5,0,3,2.0,12.366666666666665,0.0,1,0
2021-11-09,Krylia Sovetov,Lokomotiv Moscow,0,2,A,L,2021/22,7,-2,0,0.0,0.0,0.0,1,1.0,0,0,0.5,1,0,1.0,-12.366666666666665,0.0,1,0
2021-11-09,Zenit St Petersburg,Akhmat Grozny,3,1,H,W,2021/22,7,2,1,0.0,0.0,0.0,1,3.0,1,1,0.5,0,4,3.0,9.066666666666666,1.0,0,0
2021-11-09,Akhmat Grozny,Zenit St Petersburg,1,3,A,L,2021/22,7,-2,1,0.0,0.0,0.0,1,0.5,0,0,1.0,1,1,1.0,-9.066666666666666,0.0,0,0
2021-11-09,Spartak Moscow,FC Khimki,3,1,H,W,2021/22,7,2,1,0.0,0.0,0.0,1,0.5,1,1,2.0,0,1,3.0,4.949999999999999,1.0,0,0
2021-11-09,FC Khimki,Spartak Moscow,1,3,A,L,2021/22,7,-2,1,0.0,0.0,0.0,1,0.5,0,0,1.5,1,0,1.0,-4.949999999999999,1.0,0,0
2021-12-09,Arsenal Tula,CSKA Moscow,2,2,H,D,2021/22,7,0,1,0.0,0.0,0.0,1,2.0,0,1,1.0,1,1,1.0,-8.0,0.0,0,0
2021-12-09,CSKA Moscow,Arsenal Tula,2,2,A,D,2021/22,7,0,1,0.0,0.0,0.0,1,1.0,1,0,3.0,0,4,1.0,8.0,1.0,0,0
2021-12-09,Sochi,Ufa,3,1,H,W,2021/22,7,2,1,0.0,0.0,0.0,1,1.0,0,1,1.5,0,1,1.0,8.466666666666667,1.0,0,0
2021-12-09,Ufa,Sochi,1,3,A,L,2021/22,7,-2,1,0.0,0.0,0.0,1,1.5,0,0,1.5,0,0,1.0,-8.466666666666667,1.0,0,0
2021-12-09,Dinamo Moscow,Nizhny Novgorod,1,2,H,L,2021/22,7,-1,1,0.0,0.0,0.0,1,4.0,1,1,2.5,0,5,2.0,10.833333333333332,0.0,1,0
2021-12-09,Nizhny Novgorod,Dinamo Moscow,2,1,A,W,2021/22,7,1,1,0.0,0.0,0.0,1,0.5,0,0,1.5,1,0,1.0,-10.833333333333332,0.0,1,0
2021-09-13,Rubin Kazan,Ural,4,0,H,W,2021/22,7,4,1,0.0,0.0,1.72,0,0.5,0,1,1.5,0,3,2.0,8.7,1.0,0,0
2021-09-13,Ural,Rubin Kazan,0,4,A,L,2021/22,7,-4,0,1.56,0.0,0.0,0,0.5,0,0,1.5,0,0,2.0,-8.7,0.0,0,0
2021-09-13,Rostov,FK Krasnodar,1,1,H,D,2021/22,7,0,1,1.41,0.0,0.0,0,1.5,0,1,1.0,1,0,3.0,-0.75,1.0,0,0
2021-09-13,FK Krasnodar,Rostov,1,1,A,D,2021/22,7,0,1,0.0,0.0,1.81,0,1.5,1,0,1.0,0,0,2.0,0.75,1.0,0,0
2021-09-18,Ufa,FC Khimki,3,2,H,W,2021/22,8,1,1,0.0,0.0,2.22,0,1.0,0,1,1.0,0,0,3.0,-4.2,1.0,0,0
2021-09-18,FC Khimki,Ufa,2,3,A,L,2021/22,8,-1,1,0.0,0.0,2.79,0,1.0,0,0,1.5,0,1,2.0,4.2,1.0,0,0
2021-09-18,Krylia Sovetov,Rostov,4,2,H,W,2021/22,8,2,1,0.0,0.0,2.32,0,1.5,0,1,1.0,0,1,3.0,-5.466666666666667,0.0,1,0
2021-09-18,Rostov,Krylia Sovetov,2,4,A,L,2021/22,8,-2,1,1.44,0.0,0.0,0,1.0,0,0,0.5,0,2,0.0,5.466666666666667,0.0,1,0
2021-09-18,Akhmat Grozny,FK Krasnodar,0,2,H,L,2021/22,8,-2,0,0.0,0.0,2.53,0,1.0,0,1,0.5,1,1,3.0,-1.2666666666666666,1.0,0,0
2021-09-18,FK Krasnodar,Akhmat Grozny,2,0,A,W,2021/22,8,2,1,0.0,0.0,2.5,0,1.5,1,0,1.5,0,1,2.0,1.2666666666666666,0.0,0,0
2021-09-19,Nizhny Novgorod,Arsenal Tula,2,3,H,L,2021/22,8,-1,1,0.0,0.0,2.61,0,1.0,0,1,1.5,0,1,2.0,-1.4000000000000004,0.0,1,0
2021-09-19,Arsenal Tula,Nizhny Novgorod,3,2,A,W,2021/22,8,1,1,1.45,0.0,0.0,0,1.0,0,0,1.5,0,0,2.0,1.4000000000000004,0.0,1,0
2021-09-19,Sochi,Dinamo Moscow,0,1,H,L,2021/22,8,-1,0,0.0,0.0,2.34,0,2.0,0,1,0.5,1,2,3.0,2.1333333333333333,1.0,0,0
2021-09-19,Dinamo Moscow,Sochi,1,0,A,W,2021/22,8,1,1,0.0,0.0,2.88,0,1.0,1,0,0.5,0,1,2.0,-2.1333333333333333,0.0,0,0
2021-09-20,Ural,Lokomotiv Moscow,0,0,H,D,2021/22,8,0,0,1.55,0.0,0.0,0,0.0,0,1,1.0,1,0,2.0,-10.200000000000001,0.0,0,0
2021-09-20,Lokomotiv Moscow,Ural,0,0,A,D,2021/22,8,0,0,0.0,0.0,1.97,0,1.5,1,0,3.0,0,3,2.0,10.200000000000001,1.0,0,0
2021-09-20,Rubin Kazan,Zenit St Petersburg,1,3,H,L,2021/22,8,-2,1,1.4,0.0,0.0,0,2.0,0,1,0.5,1,0,2.0,-3.0,1.0,0,0
2021-09-20,Zenit St Petersburg,Rubin Kazan,3,1,A,W,2021/22,8,2,1,0.0,0.0,1.59,0,1.0,1,0,1.0,0,1,2.0,3.0,1.0,0,0
2021-09-20,CSKA Moscow,Spartak Moscow,1,0,H,W,2021/22,8,1,1,0.0,0.0,2.06,0,1.0,1,1,1.5,1,1,2.0,-2.9333333333333336,0.0,0,0
2021-09-20,Spartak Moscow,CSKA Moscow,0,1,A,L,2021/22,8,-1,0,0.0,0.0,2.46,0,1.0,1,0,0.5,1,1,0.0,2.9333333333333336,1.0,0,0
2021-09-25,FC Khimki,Lokomotiv Moscow,0,0,H,D,2021/22,9,0,0,0.0,0.0,0.0,1,1.5,0,1,0.5,1,0,2.0,-7.1,1.0,0,0
2021-09-25,Lokomotiv Moscow,FC Khimki,0,0,A,D,2021/22,9,0,0,0.0,0.0,0.0,1,0.5,1,0,2.0,0,2,3.0,7.1,1.0,0,0
2021-09-25,Zenit St Petersburg,Krylia Sovetov,2,1,H,W,2021/22,9,1,1,0.0,0.0,0.0,1,2.0,1,1,1.5,0,3,2.0,13.75,0.0,1,0
2021-09-25,Krylia Sovetov,Zenit St Petersburg,1,2,A,L,2021/22,9,-1,1,1.64,0.0,0.0,0,3.0,0,0,0.5,1,0,2.0,-13.75,0.0,1,0
2021-09-25,Spartak Moscow,Ufa,2,0,H,W,2021/22,9,2,1,0.0,0.0,1.55,0,0.5,1,1,2.0,0,2,2.0,8.6,0.0,0,0
2021-09-25,Ufa,Spartak Moscow,0,2,A,L,2021/22,9,-2,0,1.55,0.0,0.0,0,2.0,0,0,1.5,1,1,0.0,-8.6,1.0,0,0
2021-09-26,Dinamo Moscow,Rubin Kazan,2,0,H,W,2021/22,9,2,1,0.0,0.0,1.71,0,1.0,1,1,1.5,0,2,2.0,-1.3499999999999996,0.0,0,0
2021-09-26,Rubin Kazan,Dinamo Moscow,0,2,A,L,2021/22,9,-2,0,1.47,0.0,0.0,0,2.5,0,0,0.5,1,1,0.0,1.3499999999999996,1.0,0,0
2021-09-26,Rostov,Akhmat Grozny,1,2,H,L,2021/22,9,-1,1,0.0,0.0,2.61,0,1.5,0,1,1.5,0,1,3.0,0.34999999999999987,1.0,0,0
2021-09-26,Akhmat Grozny,Rostov,2,1,A,W,2021/22,9,1,1,0.0,0.0,2.81,0,1.0,0,0,2.5,0,2,3.0,-0.34999999999999987,0.0,0,0
2021-09-26,FK Krasnodar,Sochi,3,0,H,W,2021/22,9,3,1,0.0,0.0,1.97,0,1.5,1,1,0.5,0,0,0.0,-4.25,1.0,0,0
2021-09-26,Sochi,FK Krasnodar,0,3,A,L,2021/22,9,-3,0,0.0,0.0,2.59,0,1.0,0,0,0.5,1,3,3.0,4.25,1.0,0,0
2021-09-27,Ural,Arsenal Tula,2,0,H,W,2021/22,9,2,1,0.0,0.0,2.59,0,0.0,0,1,2.0,0,0,0.0,0.34999999999999987,1.0,0,0
2021-09-27,Arsenal Tula,Ural,0,2,A,L,2021/22,9,-2,0,0.0,0.0,2.59,0,2.0,0,0,2.0,0,1,2.0,-0.34999999999999987,0.0,0,0
2021-09-27,Nizhny Novgorod,CSKA Moscow,0,2,H,L,2021/22,9,-2,0,1.64,0.0,0.0,0,1.5,0,1,0.5,1,2,0.0,-9.549999999999999,0.0,1,0
2021-09-27,CSKA Moscow,Nizhny Novgorod,2,0,A,W,2021/22,9,2,1,0.0,0.0,1.71,0,0.5,1,0,2.0,0,3,2.0,9.549999999999999,0.0,1,0
2021-02-10,Rubin Kazan,Nizhny Novgorod,0,1,H,L,2021/22,10,-1,0,0.0,0.0,0.0,1,1.0,0,1,1.0,0,0,0.0,11.000000000000002,0.0,1,0
2021-02-10,Nizhny Novgorod,Rubin Kazan,1,0,A,W,2021/22,10,1,1,0.0,0.0,0.0,1,1.0,0,0,0.0,0,0,2.0,-11.000000000000002,0.0,1,0
2021-02-10,Dinamo Moscow,Krylia Sovetov,0,1,H,L,2021/22,10,-1,0,0.0,0.0,0.0,1,0.0,1,1,0.0,0,0,0.0,9.666666666666668,0.0,1,0
2021-02-10,Krylia Sovetov,Dinamo Moscow,1,0,A,W,2021/22,10,1,1,0.0,0.0,0.0,1,0.0,0,0,2.0,1,0,2.0,-9.666666666666668,0.0,1,0
2021-02-10,CSKA Moscow,FK Krasnodar,0,0,H,D,2021/22,10,0,0,0.0,0.0,0.0,1,2.0,1,1,2.0,1,3,2.0,2.666666666666667,1.0,0,0
2021-02-10,FK Krasnodar,CSKA Moscow,0,0,A,D,2021/22,10,0,0,0.0,0.0,0.0,1,0.5,1,0,1.0,1,2,2.0,-2.666666666666667,1.0,0,0
2021-02-10,Arsenal Tula,FC Khimki,0,0,H,D,2021/22,10,0,0,0.0,0.0,0.0,1,0.0,0,1,0.0,0,1,2.0,-3.5,0.0,0,0
2021-02-10,FC Khimki,Arsenal Tula,0,0,A,D,2021/22,10,0,0,0.0,0.0,0.0,1,1.0,0,0,0.5,0,3,0.0,3.5,1.0,0,0
2021-03-10,Ufa,Ural,0,1,H,L,2021/22,10,-1,0,0.0,0.0,0.0,1,0.5,0,1,1.5,0,1,4.0,0.33333333333333326,1.0,0,0
2021-03-10,Ural,Ufa,1,0,A,W,2021/22,10,1,1,0.0,0.0,0.0,1,1.0,0,0,3.0,0,0,4.0,-0.33333333333333326,1.0,0,0
2021-03-10,Zenit St Petersburg,Sochi,1,2,H,L,2021/22,10,-1,1,0.0,0.0,0.0,1,4.0,1,1,0.5,0,1,0.0,4.333333333333334,1.0,0,0
2021-03-10,Sochi,Zenit St Petersburg,2,1,A,W,2021/22,10,1,1,0.0,0.0,0.0,1,2.0,0,0,1.5,1,0,0.0,-4.333333333333334,1.0,0,0
2021-03-10,Lokomotiv Moscow,Rostov,1,2,H,L,2021/22,10,-1,1,0.0,0.0,0.0,1,2.0,1,1,1.0,0,1,2.0,8.166666666666666,0.0,0,0
2021-03-10,Rostov,Lokomotiv Moscow,2,1,A,W,2021/22,10,1,1,0.0,0.0,0.0,1,2.0,0,0,0.0,1,1,0.0,-8.166666666666666,0.0,0,0
2021-03-10,Akhmat Grozny,Spartak Moscow,0,1,H,L,2021/22,10,-1,0,0.0,0.0,0.0,1,3.0,0,1,1.5,1,0,0.0,-6.333333333333334,0.0,0,0
2021-03-10,Spartak Moscow,Akhmat Grozny,1,0,A,W,2021/22,10,1,1,0.0,0.0,0.0,1,1.0,1,0,1.0,0,1,2.0,6.333333333333334,1.0,0,0
2021-10-16,Arsenal Tula,Zenit St Petersburg,2,1,H,W,2021/22,11,1,1,1.66,0.0,0.0,0,1.5,0,1,1.0,1,0,2.0,-12.633333333333333,0.0,0,0
2021-10-16,Zenit St Petersburg,Arsenal Tula,1,2,A,L,2021/22,11,-1,1,0.0,0.0,0.0,1,2.5,1,0,2.0,0,3,2.0,12.633333333333333,0.0,0,0
2021-10-16,Rubin Kazan,Lokomotiv Moscow,2,2,H,D,2021/22,11,0,1,0.0,0.0,0.0,1,0.5,0,1,0.0,1,0,0.0,-1.9166666666666665,0.0,0,0
2021-10-16,Lokomotiv Moscow,Rubin Kazan,2,2,A,D,2021/22,11,0,1,0.0,0.0,0.0,1,0.0,1,0,1.0,0,1,0.0,1.9166666666666665,1.0,0,0
2021-10-16,Spartak Moscow,Dinamo Moscow,2,2,H,D,2021/22,11,0,1,0.0,0.0,2.43,0,2.0,1,1,0.0,1,0,0.0,1.3333333333333333,1.0,0,0
2021-10-16,Dinamo Moscow,Spartak Moscow,2,2,A,D,2021/22,11,0,1,0.0,0.0,2.58,0,1.5,1,0,0.5,1,3,2.0,-1.3333333333333333,1.0,0,0
2021-10-16,Sochi,Rostov,3,2,H,W,2021/22,11,1,1,0.0,0.0,1.78,0,0.0,0,1,1.0,0,3,2.0,6.199999999999999,0.0,0,0
2021-10-16,Rostov,Sochi,2,3,A,L,2021/22,11,-1,1,1.65,0.0,0.0,0,0.0,0,0,2.0,0,1,0.0,-6.199999999999999,0.0,0,0
2021-10-17,Ural,CSKA Moscow,0,1,H,L,2021/22,11,-1,0,1.55,0.0,0.0,0,1.5,0,1,0.0,1,0,0.0,-6.7333333333333325,1.0,0,0
2021-10-17,CSKA Moscow,Ural,1,0,A,W,2021/22,11,1,1,0.0,0.0,1.88,0,1.5,1,0,0.0,0,2,2.0,6.7333333333333325,1.0,0,0
2021-10-17,Krylia Sovetov,Nizhny Novgorod,2,0,H,W,2021/22,11,2,1,0.0,0.0,1.74,0,2.5,0,1,2.5,0,2,2.0,0.7166666666666667,0.0,1,0
2021-10-17,Nizhny Novgorod,Krylia Sovetov,0,2,A,L,2021/22,11,-2,0,1.59,0.0,0.0,0,1.0,0,0,2.0,0,1,2.0,-0.7166666666666667,0.0,1,0
2021-10-17,FC Khimki,Akhmat Grozny,2,0,H,W,2021/22,11,2,1,1.37,0.0,0.0,0,1.0,0,1,2.0,0,1,3.0,0.25,1.0,0,0
2021-10-17,Akhmat Grozny,FC Khimki,0,2,A,L,2021/22,11,-2,0,0.0,0.0,2.46,0,1.0,0,0,1.0,0,1,3.0,-0.25,1.0,0,0
2021-10-17,FK Krasnodar,Ufa,1,1,H,D,2021/22,11,0,1,0.0,0.0,0.0,1,2.5,1,1,1.0,0,0,0.0,5.75,1.0,0,0
2021-10-17,Ufa,FK Krasnodar,1,1,A,D,2021/22,11,0,1,1.6,0.0,0.0,0,1.5,0,0,0.0,1,0,3.0,-5.75,0.0,0,0
2021-10-22,Dinamo Moscow,FC Khimki,4,1,H,W,2021/22,12,3,1,0.0,0.0,1.66,0,2.0,1,1,1.0,0,2,3.0,4.4,0.0,0,0
2021-10-22,FC Khimki,Dinamo Moscow,1,4,A,L,2021/22,12,-3,1,1.66,0.0,0.0,0,1.5,0,0,1.0,1,1,0.0,-4.4,1.0,0,0
2021-10-23,Nizhny Novgorod,FK Krasnodar,1,4,H,L,2021/22,12,-3,1,0.0,0.0,0.0,1,0.0,0,1,0.5,1,1,0.0,-7.199999999999999,0.0,1,0
2021-10-23,FK Krasnodar,Nizhny Novgorod,4,1,A,W,2021/22,12,3,1,0.0,0.0,0.0,1,2.0,1,0,2.0,0,2,2.0,7.199999999999999,0.0,1,0
2021-10-23,Rostov,Arsenal Tula,4,0,H,W,2021/22,12,4,1,0.0,0.0,1.88,0,1.0,0,1,1.5,0,0,2.0,1.5999999999999999,1.0,0,0
2021-10-23,Arsenal Tula,Rostov,0,4,A,L,2021/22,12,-4,0,1.55,0.0,0.0,0,1.0,0,0,2.0,0,3,3.0,-1.5999999999999999,0.0,0,0
2021-10-23,CSKA Moscow,Krylia Sovetov,3,1,H,W,2021/22,12,2,1,0.0,0.0,1.71,0,1.5,1,1,1.0,0,2,2.0,8.4,1.0,0,0
2021-10-23,Krylia Sovetov,CSKA Moscow,1,3,A,L,2021/22,12,-2,1,1.47,0.0,0.0,0,1.5,0,0,0.0,1,2,0.0,-8.4,0.0,0,0
